11,490,14.244,5.364,8.880
11,50,10.438,4.920,5.518
11,60,10.427,4.920,5.507
11,70,11.000,4.675,6.325
11,80,11.000,4.675,6.325
11,90,10.798,4.920,5.878
12,0,11.368,4.823,6.545
12,100,10.716,4.920,5.796
12,10,10.434,4.920,5.514
12,110,10.518,4.675,5.843
12,120,10.708,4.675,6.033
12,130,10.732,4.675,6.057
12,140,10.810,4.675,6.135
12,150,11.488,5.156,6.332
12,160,11.067,5.401,5.666
12,170,10.759,4.920,5.839
12,180,11.184,5.410,5.774
12,190,10.995,5.156,5.839
12,200,12.040,4.823,7.217
12,20,9.930,5.016,4.914
12,210,13.302,5.469,7.833
12,220,11.901,5.068,6.833
12,230,12.091,5.068,7.023
12,240,12.372,4.823,7.549
12,250,11.917,5.900,6.017
12,260,12.088,5.068,7.020
12,270,12.975,5.907,7.068
12,280,14.148,5.706,8.442
12,290,11.795,5.068,6.727
12,300,11.337,6.131,5.206
12,30,11.252,4.920,6.332
12,310,12.040,4.823,7.217
12,320,13.036,6.537,6.499
12,330,12.372,4.823,7.549
12,340,14.497,5.349,9.148
12,350,11.598,4.823,6.775
12,360,14.276,6.090,8.186
12,370,14.282,6.178,8.104
12,380,13.771,5.452,8.319
12,390,12.007,5.558,6.449
12,400,12.866,5.313,7.553
12,40,10.423,4.920,5.503
12,410,12.182,4.823,7.359
12,420,13.124,5.714,7.410
12,430,13.693,6.070,7.623
12,440,11.952,5.068,6.884
12,450,13.936,5.461,8.475
12,460,14.574,5.119,9.455
12,470,13.981,5.706,8.275
12,480,13.841,5.452,8.389
12,490,14.635,5.119,9.516
12,50,10.978,4.920,6.058
12,60,10.248,4.920,5.328
12,70,10.708,4.675,6.033
12,80,10.708,4.675,6.033
12,90,10.708,4.675,6.033
13,0,10.910,5.646,5.264
13,100,10.730,4.906,5.824
13,10,11.467,5.645,5.822
13,110,10.806,4.920,5.886
13,120,12.043,5.068,6.975
13,130,11.191,5.164,6.027
13,140,11.970,5.068,6.902
13,150,11.180,5.164,6.016
13,160,11.941,5.068,6.873
13,170,12.372,4.823,7.549
13,180,13.405,5.469,7.936
13,190,11.901,4.823,7.078
13,200,11.802,4.823,6.979
13,20,10.547,4.920,5.627
13,210,12.372,4.823,7.549
13,220,13.666,5.945,7.721
13,230,12.040,4.823,7.217
13,240,11.795,5.068,6.727
13,250,13.286,5.469,7.817
13,260,11.700,4.823,6.877
13,270,13.971,5.706,8.265
13,280,13.864,5.461,8.403
13,290,11.986,5.068,6.918
13,300,13.158,6.409,6.749
13,30,10.529,4.920,5.609
13,310,13.550,5.461,8.089
13,320,11.890,4.823,7.067
13,330,13.619,5.461,8.158
13,340,11.807,5.068,6.739
13,350,14.398,6.064,8.334
13,360,13.996,5.714,8.282
13,370,14.312,5.942,8.370
13,380,13.255,5.460,7.795
13,390,14.628,5.119,9.509
13,400,13.630,6.201,7.429
13,40,11.051,4.920,6.131
13,410,13.862,5.959,7.903
13,420,11.941,5.068,6.873
13,430,14.177,6.190,7.987
13,440,14.468,5.845,8.623
13,450,11.929,5.891,6.038
13,460,12.840,5.313,7.527
13,470,14.185,5.617,8.568
13,480,13.876,5.820,8.056
13,490,14.207,5.364,8.843
13,50,10.372,4.675,5.697
13,60,10.941,4.823,6.118
13,70,11.000,4.675,6.325
13,80,11.160,6.727,4.433
13,90,10.337,4.675,5.662
14,0,10.790,5.637,5.153
14,100,10.726,4.675,6.051
14,10,11.102,5.882,5.220
14,110,10.365,4.675,5.690
14,120,11.119,5.418,5.701
14,130,10.708,4.675,6.033
14,140,10.847,5.410,5.437
14,150,11.193,5.401,5.792
14,160,10.821,4.675,6.146
14,170,10.810,4.675,6.135
14,180,11.198,5.165,6.033
14,190,11.176,5.156,6.020
14,200,11.366,5.156,6.210
14,20,9.978,6.579,3.399
14,210,12.700,5.907,6.793
14,220,12.423,5.068,7.355
14,230,13.656,6.204,7.452
14,240,11.337,5.401,5.936
14,250,11.737,4.823,6.914
14,260,14.085,6.449,7.636
14,270,12.182,4.823,7.359
14,280,11.820,5.068,6.752
14,290,13.699,5.697,8.002
14,300,14.012,5.706,8.306
14,30,11.011,4.675,6.336
14,310,11.795,5.068,6.727
14,320,11.796,5.068,6.728
14,330,13.634,6.104,7.530
14,340,14.333,5.933,8.400
14,350,12.409,5.549,6.860
14,360,13.400,6.694,6.706
14,370,14.092,5.594,8.498
14,380,13.610,5.933,7.677
14,390,13.996,6.187,7.809
14,400,14.386,5.606,8.780
14,40,11.069,4.920,6.149
14,410,14.283,5.950,8.333
14,420,13.868,5.959,7.909
14,430,13.935,6.084,7.851
14,440,14.096,5.683,8.413
14,450,13.933,6.178,7.755
14,460,14.754,5.119,9.635
14,470,14.721,5.119,9.602
14,480,14.417,5.119,9.298
14,490,14.989,5.119,9.870
14,50,10.478,4.675,5.803
14,60,10.580,4.920,5.660
14,70,10.237,4.920,5.317
14,80,11.018,4.675,6.343
14,90,10.708,4.675,6.033
15,0,10.910,5.646,5.264
15,100,12.375,6.056,6.319
15,10,10.853,4.823,6.030
15,110,11.186,5.173,6.013
15,120,11.203,5.418,5.785
15,130,11.756,5.068,6.688
15,140,11.034,5.173,5.861
15,150,11.127,5.068,6.059
15,160,12.182,4.823,7.359
15,170,12.182,4.823,7.359
15,180,12.350,5.068,7.282
15,190,12.372,4.823,7.549
15,200,13.571,5.461,8.110
15,20,10.395,4.920,5.475
15,210,11.839,5.068,6.771
15,220,11.287,5.156,6.131
15,230,11.494,5.165,6.329
15,240,13.593,5.461,8.132
15,250,11.992,4.823,7.169
15,260,14.465,5.119,9.346
15,270,11.510,4.823,6.687
15,280,12.182,4.823,7.359
15,290,13.568,5.822,7.746
15,300,12.182,4.823,7.359
15,30,11.096,4.920,6.176
15,310,12.278,5.068,7.210
15,320,12.278,5.068,7.210
15,330,13.382,4.971,8.411
15,340,11.569,5.068,6.501
15,350,14.221,5.119,9.102
15,360,13.989,5.461,8.528
15,370,11.464,5.068,6.396
15,380,13.765,5.706,8.059
15,390,14.088,6.204,7.884
15,400,14.979,5.752,9.227
15,40,11.062,4.920,6.142
15,410,14.446,5.119,9.327
15,420,14.557,5.119,9.438
15,430,14.493,5.364,9.129
15,440,14.970,5.364,9.606
15,450,14.111,5.361,8.750
15,460,12.149,5.789,6.360
15,470,14.584,5.119,9.465
15,480,14.631,5.349,9.282
15,490,14.017,5.862,8.155
15,50,11.000,4.675,6.325
15,60,11.598,5.068,6.530
15,70,11.459,5.068,6.391
15,80,10.743,4.920,5.823
15,90,11.700,4.823,6.877
16,0,11.072,6.127,4.945
16,100,11.236,5.649,5.587
16,10,11.029,5.418,5.611
16,110,11.164,5.150,6.014
16,120,10.708,4.675,6.033
16,130,10.726,4.675,6.051
16,140,12.372,4.823,7.549
16,150,11.036,4.823,6.213
16,160,11.547,4.823,6.724
16,170,12.372,4.823,7.549
16,180,11.890,4.823,7.067
16,190,13.651,5.691,7.960
16,200,11.328,4.823,6.505
16,20,10.385,4.920,5.465
16,210,12.099,5.068,7.031
16,220,11.850,4.823,7.027
16,230,12.737,6.158,6.579
16,240,12.233,5.068,7.165
16,250,11.727,5.900,5.827
16,260,12.080,4.823,7.257
16,270,12.372,4.823,7.549
16,280,12.372,4.823,7.549
16,290,13.992,5.845,8.147
16,300,11.850,4.823,7.027
16,30,10.412,4.920,5.492
16,310,11.751,5.068,6.683
16,320,13.352,5.705,7.647
16,330,13.161,5.705,7.456
16,340,14.122,5.364,8.758
16,350,14.175,5.600,8.575
16,360,11.890,4.823,7.067
16,370,12.182,4.823,7.359
16,380,13.788,5.469,8.319
16,390,11.850,4.823,7.027
16,400,13.242,5.452,7.790
16,40,10.719,4.920,5.799
16,410,13.378,5.469,7.909
16,420,12.159,5.068,7.091
16,430,14.653,5.364,9.289
16,440,13.792,5.452,8.340
16,450,13.739,5.706,8.033
16,460,14.120,5.959,8.161
16,470,14.976,5.364,9.612
16,480,12.392,5.549,6.843
16,490,14.330,6.189,8.141
16,50,10.598,4.920,5.678
16,60,11.660,4.823,6.837
16,70,10.789,5.401,5.388
16,80,11.368,4.823,6.545
16,90,12.937,5.697,7.240
17,0,11.338,6.127,5.211
17,100,11.011,4.675,6.336
17,10,11.394,6.135,5.259
17,110,11.368,4.823,6.545
17,120,11.308,5.173,6.135
17,130,11.831,5.068,6.763
17,140,12.182,4.823,7.359
17,150,12.182,4.823,7.359
17,160,12.562,4.823,7.739
17,170,12.131,5.068,7.063
17,180,12.182,4.823,7.359
17,190,11.901,5.068,6.833
17,200,13.994,5.461,8.533
17,20,11.759,5.654,6.105
17,210,12.182,4.823,7.359
17,220,12.182,4.823,7.359
17,230,12.193,4.823,7.370
17,240,13.322,5.469,7.853
17,250,12.043,5.068,6.975
17,260,11.576,4.823,6.753
17,270,12.372,4.823,7.549
17,280,14.133,5.119,9.014
17,290,11.992,4.823,7.169
17,300,12.193,4.823,7.370
17,30,10.518,4.675,5.843
17,310,13.462,5.706,7.756
17,320,13.840,5.119,8.721
17,330,11.678,5.068,6.610
17,340,13.898,5.574,8.324
17,350,13.998,5.469,8.529
17,360,13.930,5.706,8.224
17,370,14.074,5.600,8.474
17,380,11.941,5.068,6.873
17,390,14.228,5.364,8.864
17,400,14.260,5.951,8.309
17,40,10.226,4.920,5.306
17,410,13.670,5.469,8.201
17,420,14.536,5.364,9.172
17,430,11.992,4.823,7.169
17,440,14.270,5.951,8.319
17,450,13.695,6.653,7.042
17,460,14.457,7.073,7.384
17,470,14.504,5.119,9.385
17,480,14.162,5.951,8.211
17,490,11.820,4.823,6.997
17,50,10.467,4.920,5.547
17,60,10.513,4.675,5.838
17,70,12.021,5.068,6.953
17,80,12.182,4.823,7.359
17,90,12.282,5.068,7.214
18,0,11.162,5.646,5.516
18,100,11.475,5.409,6.066
18,10,11.208,6.135,5.073
18,110,11.744,4.823,6.921
18,120,12.469,5.068,7.401
18,130,11.421,5.409,6.012
18,140,11.767,5.068,6.699
18,150,12.504,5.298,7.206
18,160,12.182,4.823,7.359
18,170,12.080,4.823,7.257
18,180,11.828,5.068,6.760
18,190,12.182,4.823,7.359
18,200,13.225,5.950,7.275
18,20,11.912,5.557,6.355
18,210,11.744,4.823,6.921
18,220,13.538,5.959,7.579
18,230,11.700,4.823,6.877
18,240,11.426,5.068,6.358
18,250,13.551,5.682,7.869
18,260,13.673,5.469,8.204
18,270,13.389,5.469,7.920
18,280,13.185,5.714,7.471
18,290,11.929,5.891,6.038
18,300,13.536,5.697,7.839
18,30,10.734,4.920,5.814
18,310,13.795,5.942,7.853
18,320,13.797,5.697,8.100
18,330,13.306,5.706,7.600
18,340,13.938,6.204,7.734
18,350,12.182,4.823,7.359
18,360,12.004,5.558,6.446
18,370,14.360,5.119,9.241
18,380,14.685,6.195,8.490
18,390,15.020,5.119,9.901
18,400,13.582,6.429,7.153
18,40,11.024,4.675,6.349
18,410,14.109,6.180,7.929
18,420,14.700,5.119,9.581
18,430,14.711,5.364,9.347
18,440,13.972,5.469,8.503
18,450,14.872,5.854,9.018
18,460,14.673,5.119,9.554
18,470,15.187,5.845,9.342
18,480,14.335,5.119,9.216
18,490,14.640,6.440,8.200
18,50,10.558,4.906,5.652
18,60,10.518,4.675,5.843
18,70,11.190,4.675,6.515
18,80,11.038,4.675,6.363
18,90,11.660,4.823,6.837
19,0,11.258,6.127,5.131
19,100,11.058,5.173,5.885
19,10,11.989,5.216,6.773
19,110,11.744,4.823,6.921
19,120,11.547,4.823,6.724
19,130,12.378,5.068,7.310
19,140,13.776,5.694,8.082
19,150,11.547,4.823,6.724
19,160,12.372,4.823,7.549
19,170,12.182,4.823,7.359
19,180,13.288,5.216,8.072
19,190,13.687,5.691,7.996
19,200,12.233,5.068,7.165
19,20,10.500,4.675,5.825
19,210,13.662,5.452,8.210
19,220,13.441,5.706,7.735
19,230,13.894,5.452,8.442
19,240,14.711,5.364,9.347
19,250,12.182,4.823,7.359
19,260,13.578,5.469,8.109
19,270,12.080,4.823,7.257
19,280,14.137,5.959,8.178
19,290,14.157,6.195,7.962
19,300,14.299,6.187,8.112
19,30,10.679,4.675,6.004
19,310,14.091,5.452,8.639
19,320,12.193,4.823,7.370
19,330,11.711,5.068,6.643
19,340,11.992,4.823,7.169
19,350,14.082,5.119,8.963
19,360,13.444,6.085,7.359
19,370,13.961,6.204,7.757
19,380,14.242,6.187,8.055
19,390,14.078,5.950,8.128
19,400,14.141,5.600,8.541
19,40,10.558,4.920,5.638
19,410,13.753,6.190,7.563
19,420,14.505,5.364,9.141
19,430,13.915,5.948,7.967
19,440,13.870,5.452,8.418
19,450,15.012,5.119,9.893
19,460,12.480,5.304,7.176
19,470,14.294,5.959,8.335
19,480,14.283,5.119,9.164
19,490,14.730,5.600,9.130
19,50,10.606,4.920,5.686
19,60,12.423,5.068,7.355
19,70,11.259,4.920,6.339
19,80,10.737,4.920,5.817
19,90,11.432,5.409,6.023
1,0,9.506,6.362,3.144
1,100,10.406,4.903,5.503
1,10,10.120,6.579,3.541
1,110,10.328,4.675,5.653
1,120,10.759,4.920,5.839
1,130,10.263,4.905,5.358
1,140,10.907,5.401,5.506
1,150,11.528,5.401,6.127
1,160,11.287,5.156,6.131
1,170,10.706,5.410,5.296
1,180,11.337,5.401,5.936
1,190,10.668,4.675,5.993
1,200,11.208,5.410,5.798
1,20,10.120,6.579,3.541
1,210,13.496,5.714,7.782
1,220,10.679,4.675,6.004
1,230,14.061,5.706,8.355
1,240,13.983,5.461,8.522
1,250,12.624,5.068,7.556
1,260,11.623,5.068,6.555
1,270,13.832,5.697,8.135
1,280,13.515,5.913,7.602
1,290,13.681,5.714,7.967
1,300,12.182,4.823,7.359
1,30,10.255,6.579,3.676
1,310,13.701,6.196,7.505
1,320,13.896,5.461,8.435
1,330,14.515,5.364,9.151
1,340,13.493,5.825,7.668
1,350,14.527,5.119,9.408
1,360,14.320,5.942,8.378
1,370,11.222,4.823,6.399
1,380,14.037,5.361,8.676
1,390,14.516,5.119,9.397
1,400,13.949,6.189,7.760
1,40,10.120,6.579,3.541
1,410,14.739,5.600,9.139
1,420,14.077,5.706,8.371
1,430,15.130,6.335,8.795
1,440,14.271,5.933,8.338
1,450,14.510,5.119,9.391
1,460,13.764,5.580,8.184
1,470,14.828,5.119,9.709
1,480,14.313,5.951,8.362
1,490,14.035,6.204,7.831
1,50,10.120,6.579,3.541
1,60,10.120,6.579,3.541
1,70,10.120,6.579,3.541
1,80,11.000,4.675,6.325
1,90,10.518,4.675,5.843
2,0,9.506,6.362,3.144
2,100,10.182,4.675,5.507
2,10,10.120,6.579,3.541
2,110,10.708,4.675,6.033
2,120,10.668,4.675,5.993
2,130,11.190,4.675,6.515
2,140,10.182,4.675,5.507
2,150,10.478,4.675,5.803
2,160,11.176,5.156,6.020
2,170,11.287,5.156,6.131
2,180,11.354,5.165,6.189
2,190,10.553,5.401,5.152
2,200,11.092,5.165,5.927
2,20,10.120,6.579,3.541
2,210,10.872,5.165,5.707
2,220,11.000,4.675,6.325
2,230,11.902,5.068,6.834
2,240,13.576,5.364,8.212
2,250,11.510,4.823,6.687
2,260,11.839,5.882,5.957
2,270,12.182,4.823,7.359
2,280,11.992,4.823,7.169
2,290,11.751,5.068,6.683
2,300,14.060,6.178,7.882
2,30,10.255,6.579,3.676
2,310,14.088,5.854,8.234
2,320,14.385,5.933,8.452
2,330,13.714,5.617,8.097
2,340,13.630,6.204,7.426
2,350,13.515,5.600,7.915
2,360,14.713,5.119,9.594
2,370,13.633,5.452,8.181
2,380,14.026,5.452,8.574
2,390,14.238,5.364,8.874
2,400,13.982,5.950,8.032
2,40,10.120,6.579,3.541
2,410,14.522,5.119,9.403
2,420,14.527,5.119,9.408
2,430,14.657,5.609,9.048
2,440,14.544,5.119,9.425
2,450,14.723,5.119,9.604
2,460,15.001,5.119,9.882
2,470,14.801,5.609,9.192
2,480,11.892,5.549,6.343
2,490,14.627,5.119,9.508
2,50,10.120,6.579,3.541
2,60,10.120,6.579,3.541
2,70,10.668,4.675,5.993
2,80,10.620,4.675,5.945
2,90,10.478,4.675,5.803
3,0,9.506,6.362,3.144
3,100,10.810,4.675,6.135
3,10,9.978,6.579,3.399
3,110,10.810,4.675,6.135
3,120,10.120,6.579,3.541
3,130,10.410,4.906,5.504
3,140,10.708,4.675,6.033
3,150,11.000,4.675,6.325
3,160,11.552,5.401,6.151
3,170,11.000,4.675,6.325
3,180,11.373,5.401,5.972
3,190,10.478,4.675,5.803
3,200,12.182,4.823,7.359
3,20,10.113,6.579,3.534
3,210,11.660,4.823,6.837
3,220,10.765,5.156,5.609
3,230,10.844,5.156,5.688
3,240,10.636,5.401,5.235
3,250,11.901,5.068,6.833
3,260,12.160,5.068,7.092
3,270,11.684,5.165,6.519
3,280,12.423,5.068,7.355
3,290,13.708,5.452,8.256
3,300,11.938,5.882,6.056
3,30,10.120,6.579,3.541
3,310,13.794,5.452,8.342
3,320,11.364,4.823,6.541
3,330,11.401,5.410,5.991
3,340,14.525,5.119,9.406
3,350,11.697,5.054,6.643
3,360,11.986,5.068,6.918
3,370,13.850,5.714,8.136
3,380,11.942,5.053,6.889
3,390,13.674,6.406,7.268
3,400,12.372,4.823,7.549
3,40,10.120,6.579,3.541
3,410,13.854,5.950,7.904
3,420,13.932,5.959,7.973
3,430,14.185,6.187,7.998
3,440,13.276,5.819,7.457
3,450,14.027,5.364,8.663
3,460,14.084,5.950,8.134
3,470,13.792,5.862,7.930
3,480,13.807,6.192,7.615
3,490,14.007,5.959,8.048
3,50,10.120,6.579,3.541
3,60,10.120,6.579,3.541
3,70,10.810,4.675,6.135
3,80,10.182,4.675,5.507
3,90,10.708,4.675,6.033
4,0,9.996,4.675,5.321
4,100,10.478,4.675,5.803
4,10,9.949,6.579,3.370
4,110,10.478,4.675,5.803
4,120,10.708,4.675,6.033
4,130,10.233,4.920,5.313
4,140,10.810,4.675,6.135
4,150,11.850,4.823,7.027
4,160,10.518,4.675,5.843
4,170,10.288,4.675,5.613
4,180,11.164,5.165,5.999
4,190,11.941,5.068,6.873
4,200,12.040,4.823,7.217
4,20,10.255,6.579,3.676
4,210,11.802,4.823,6.979
4,220,11.992,4.823,7.169
4,230,12.218,5.053,7.165
4,240,13.552,5.942,7.610
4,250,11.660,4.823,6.837
4,260,12.372,4.823,7.549
4,270,11.450,4.823,6.627
4,280,11.109,5.410,5.699
4,290,11.364,4.823,6.541
4,300,12.251,5.068,7.183
4,30,10.120,6.579,3.541
4,310,11.350,5.646,5.704
4,320,11.890,4.823,7.067
4,330,13.992,5.461,8.531
4,340,12.182,4.823,7.359
4,350,14.409,5.845,8.564
4,360,14.481,5.600,8.881
4,370,14.345,5.942,8.403
4,380,13.928,6.204,7.724
4,390,14.757,5.364,9.393
4,400,14.500,5.617,8.883
4,40,10.120,6.579,3.541
4,410,13.403,6.768,6.635
4,420,14.285,5.617,8.668
4,430,13.982,5.609,8.373
4,440,14.179,5.951,8.228
4,450,12.252,5.549,6.703
4,460,14.127,5.950,8.177
4,470,14.939,5.854,9.085
4,480,13.926,6.204,7.722
4,490,13.869,5.805,8.064
4,50,10.120,6.579,3.541
4,60,11.081,4.905,6.176
4,70,11.190,4.675,6.515
4,80,11.000,4.675,6.325
4,90,10.175,4.675,5.500
5,0,10.077,4.905,5.172
5,100,10.810,4.675,6.135
5,10,10.546,4.823,5.723
5,110,11.000,4.675,6.325
5,120,10.518,4.675,5.843
5,130,11.000,4.675,6.325
5,140,10.182,4.675,5.507
5,150,11.000,4.675,6.325
5,160,10.923,5.410,5.513
5,170,12.182,4.823,7.359
5,180,10.974,5.165,5.809
5,190,11.278,5.165,6.113
5,200,10.585,4.920,5.665
5,20,10.120,6.579,3.541
5,210,13.599,5.461,8.138
5,220,11.449,5.410,6.039
5,230,11.000,4.675,6.325
5,240,11.751,5.068,6.683
5,250,11.795,5.068,6.727
5,260,13.563,5.469,8.094
5,270,12.080,4.823,7.257
5,280,12.029,5.068,6.961
5,290,11.671,4.823,6.848
5,300,12.200,4.823,7.377
5,30,10.120,6.579,3.541
5,310,11.718,4.823,6.895
5,320,11.890,4.823,7.067
5,330,12.469,5.304,7.165
5,340,13.826,6.187,7.639
5,350,14.519,5.609,8.910
5,360,12.040,4.823,7.217
5,370,13.790,5.469,8.321
5,380,14.101,5.452,8.649
5,390,14.517,5.119,9.398
5,400,14.203,5.364,8.839
5,40,10.668,4.675,5.993
5,410,14.401,6.187,8.214
5,420,13.960,5.706,8.254
5,430,14.225,5.862,8.363
5,440,13.865,5.697,8.168
5,450,15.002,5.854,9.148
5,460,11.864,5.313,6.551
5,470,14.587,5.606,8.981
5,480,15.044,5.600,9.444
5,490,13.731,6.204,7.527
5,50,10.810,4.675,6.135
5,60,10.708,4.675,6.033
5,70,11.000,4.675,6.325
5,80,10.620,4.675,5.945
5,90,10.489,4.675,5.814
6,0,10.226,4.675,5.551
6,100,10.720,4.920,5.800
6,10,10.120,6.579,3.541
6,110,11.000,4.675,6.325
6,120,10.518,4.675,5.843
6,130,11.289,5.165,6.124
6,140,10.478,4.675,5.803
6,150,11.097,5.156,5.941
6,160,10.668,4.675,5.993
6,170,11.287,5.156,6.131
6,180,10.708,4.675,6.033
6,190,10.972,5.165,5.807
6,200,11.410,5.401,6.009
6,20,9.978,6.579,3.399
6,210,11.992,4.823,7.169
6,220,10.988,4.823,6.165
6,230,11.118,5.401,5.717
6,240,11.970,5.068,6.902
6,250,11.167,5.068,6.099
6,260,11.114,5.165,5.949
6,270,14.132,5.119,9.013
6,280,11.502,5.655,5.847
6,290,12.468,5.068,7.400
6,300,13.570,5.460,8.110
6,30,9.978,6.579,3.399
6,310,14.183,6.187,7.996
6,320,12.182,4.823,7.359
6,330,14.585,5.364,9.221
6,340,11.982,5.298,6.684
6,350,13.523,5.600,7.923
6,360,13.750,5.461,8.289
6,370,14.309,5.469,8.840
6,380,12.182,4.823,7.359
6,390,13.985,5.697,8.288
6,400,14.353,6.187,8.166
6,40,10.120,6.579,3.541
6,410,13.799,5.609,8.190
6,420,14.241,5.569,8.672
6,430,13.327,6.660,6.667
6,440,14.154,5.119,9.035
6,450,12.453,5.549,6.904
6,460,14.527,5.119,9.408
6,470,11.651,5.304,6.347
6,480,14.325,5.364,8.961
6,490,14.114,5.942,8.172
6,50,10.255,6.579,3.676
6,60,11.051,4.920,6.131
6,70,11.000,4.675,6.325
6,80,10.620,4.675,5.945
6,90,11.000,4.675,6.325
7,0,9.951,5.156,4.795
7,100,10.489,4.675,5.814
7,10,10.475,5.173,5.302
7,110,11.241,4.920,6.321
7,120,10.614,4.920,5.694
7,130,10.372,4.675,5.697
7,140,10.810,4.675,6.135
7,150,10.810,4.675,6.135
7,160,11.164,5.165,5.999
7,170,11.477,5.156,6.321
7,180,10.986,5.156,5.830
7,190,11.929,5.891,6.038
7,200,12.423,5.068,7.355
7,20,9.978,6.579,3.399
7,210,11.860,5.646,6.214
7,220,11.190,4.675,6.515
7,230,11.287,5.156,6.131
7,240,12.022,5.298,6.724
7,250,11.737,4.823,6.914
7,260,13.938,5.452,8.486
7,270,11.313,5.068,6.245
7,280,12.088,5.068,7.020
7,290,12.171,5.068,7.103
7,300,12.383,4.823,7.560
7,30,9.978,6.579,3.399
7,310,13.638,5.452,8.186
7,320,11.464,5.068,6.396
7,330,14.367,5.349,9.018
7,340,13.303,6.152,7.151
7,350,13.243,5.913,7.330
7,360,11.909,5.068,6.841
7,370,13.496,5.452,8.044
7,380,13.792,5.452,8.340
7,390,11.782,5.549,6.233
7,400,14.967,5.119,9.848
7,40,10.120,5.016,5.104
7,410,14.680,5.119,9.561
7,420,14.066,6.667,7.399
7,430,14.510,5.364,9.146
7,440,14.066,5.452,8.614
7,450,12.182,4.823,7.359
7,460,13.856,5.461,8.395
7,470,14.255,5.819,8.436
7,480,14.528,5.364,9.164
7,490,14.258,5.361,8.897
7,50,10.365,4.675,5.690
7,60,11.000,4.675,6.325
7,70,10.384,4.920,5.464
7,80,10.555,4.906,5.649
7,90,10.668,4.675,5.993
8,0,10.154,5.165,4.989
8,100,10.328,4.675,5.653
8,10,10.113,6.579,3.534
8,110,10.478,4.675,5.803
8,120,10.625,4.920,5.705
8,130,10.518,4.675,5.843
8,140,11.477,5.156,6.321
8,150,11.383,5.401,5.982
8,160,11.287,5.156,6.131
8,170,11.164,5.165,5.999
8,180,11.092,5.165,5.927
8,190,10.847,5.410,5.437
8,200,11.000,4.675,6.325
8,20,9.978,6.579,3.399
8,210,12.967,5.697,7.270
8,220,10.814,5.410,5.404
8,230,10.974,5.165,5.809
8,240,13.403,5.461,7.942
8,250,12.423,5.068,7.355
8,260,11.850,4.823,7.027
8,270,12.193,4.823,7.370
8,280,13.931,6.090,7.841
8,290,14.191,5.691,8.500
8,300,13.398,5.361,8.037
8,30,9.978,6.579,3.399
