10,0,37
10,100,183
10,10,62
10,110,206
10,120,209
10,130,241
10,140,250
10,150,266
10,160,277
10,170,277
10,180,289
10,190,329
10,200,328
10,20,70
10,210,402
10,220,346
10,230,377
10,240,367
10,250,401
10,260,411
10,270,512
10,280,520
10,290,447
10,300,519
10,30,81
10,310,566
10,320,507
10,330,578
10,340,557
10,350,600
10,360,571
10,370,624
10,380,661
10,390,604
10,400,640
10,40,93
10,410,629
10,420,714
10,430,696
10,440,630
10,450,700
10,460,776
10,470,695
10,480,717
10,490,744
10,50,113
10,60,130
10,70,147
10,80,167
10,90,181
11,0,44
11,100,196
11,10,76
11,110,226
11,120,219
11,130,225
11,140,242
11,150,256
11,160,259
11,170,297
11,180,292
11,190,321
11,200,325
11,20,79
11,210,347
11,220,391
11,230,390
11,240,384
11,250,384
11,260,419
11,270,494
11,280,418
11,290,552
11,300,480
11,30,82
11,310,441
11,320,474
11,330,597
11,340,594
11,350,552
11,360,552
11,370,612
11,380,608
11,390,601
11,400,637
11,40,100
11,410,670
11,420,632
11,430,634
11,440,645
11,450,790
11,460,700
11,470,688
11,480,805
11,490,775
11,50,120
11,60,135
11,70,156
11,80,157
11,90,199
12,0,42
12,100,191
12,10,67
12,110,200
12,120,221
12,130,256
12,140,233
12,150,246
12,160,284
12,170,290
12,180,307
12,190,293
12,200,345
12,20,78
12,210,404
12,220,350
12,230,356
12,240,354
12,250,391
12,260,393
12,270,487
12,280,493
12,290,455
12,300,457
12,30,88
12,310,476
12,320,551
12,330,476
12,340,594
12,350,545
12,360,632
12,370,679
12,380,641
12,390,611
12,400,635
12,40,96
12,410,598
12,420,665
12,430,710
12,440,699
12,450,697
12,460,683
12,470,697
12,480,701
12,490,725
12,50,119
12,60,130
12,70,150
12,80,164
12,90,191
13,0,44
13,100,207
13,10,79
13,110,243
13,120,233
13,130,288
13,140,242
13,150,300
13,160,282
13,170,309
13,180,372
13,190,337
13,200,335
13,20,83
13,210,358
13,220,443
13,230,405
13,240,377
13,250,494
13,260,394
13,270,517
13,280,555
13,290,482
13,300,547
13,30,102
13,310,605
13,320,520
13,330,604
13,340,532
13,350,649
13,360,631
13,370,615
13,380,638
13,390,660
13,400,663
13,40,115
13,410,733
13,420,681
13,430,781
13,440,679
13,450,695
13,460,719
13,470,749
13,480,705
13,490,736
13,50,137
13,60,143
13,70,155
13,80,157
13,90,193
14,0,45
14,100,222
14,10,75
14,110,216
14,120,247
14,130,237
14,140,257
14,150,261
14,160,271
14,170,288
14,180,295
14,190,319
14,200,347
14,20,81
14,210,402
14,220,361
14,230,451
14,240,389
14,250,395
14,260,470
14,270,434
14,280,475
14,290,538
14,300,577
14,30,91
14,310,503
14,320,522
14,330,564
14,340,563
14,350,539
14,360,570
14,370,649
14,380,661
14,390,636
14,400,581
14,40,106
14,410,644
14,420,709
14,430,679
14,440,685
14,450,673
14,460,674
14,470,699
14,480,697
14,490,738
14,50,123
14,60,143
14,70,155
14,80,158
14,90,191
15,0,46
15,100,247
15,10,80
15,110,260
15,120,277
15,130,250
15,140,273
15,150,286
15,160,305
15,170,315
15,180,321
15,190,329
15,200,408
15,20,93
15,210,359
15,220,389
15,230,405
15,240,453
15,250,464
15,260,486
15,270,445
15,280,482
15,290,525
15,300,505
15,30,98
15,310,525
15,320,495
15,330,568
15,340,570
15,350,644
15,360,597
15,370,647
15,380,665
15,390,661
15,400,743
15,40,121
15,410,690
15,420,741
15,430,701
15,440,717
15,450,781
15,460,729
15,470,769
15,480,792
15,490,786
15,50,133
15,60,159
15,70,181
15,80,182
15,90,198
16,0,47
16,100,242
16,10,82
16,110,231
16,120,249
16,130,261
16,140,254
16,150,281
16,160,332
16,170,302
16,180,350
16,190,375
16,200,333
16,20,93
16,210,349
16,220,378
16,230,453
16,240,394
16,250,428
16,260,408
16,270,430
16,280,460
16,290,560
16,300,470
16,30,102
16,310,494
16,320,573
16,330,579
16,340,586
16,350,589
16,360,539
16,370,569
16,380,659
16,390,644
16,400,696
16,40,122
16,410,684
16,420,647
16,430,731
16,440,734
16,450,740
16,460,755
16,470,811
16,480,744
16,490,801
16,50,141
16,60,152
16,70,169
16,80,188
16,90,230
17,0,49
17,100,224
17,10,80
17,110,236
17,120,282
17,130,262
17,140,282
17,150,276
17,160,284
17,170,302
17,180,343
17,190,328
17,200,424
17,20,105
17,210,370
17,220,386
17,230,406
17,240,465
17,250,422
17,260,470
17,270,420
17,280,528
17,290,439
17,300,500
17,30,99
17,310,573
17,320,594
17,330,552
17,340,667
17,350,622
17,360,693
17,370,591
17,380,605
17,390,636
17,400,661
17,40,122
17,410,697
17,420,750
17,430,658
17,440,676
17,450,700
17,460,778
17,470,756
17,480,732
17,490,771
17,50,140
17,60,149
17,70,177
17,80,194
17,90,207
18,0,50
18,100,243
18,10,82
18,110,246
18,120,267
18,130,293
18,140,299
18,150,295
18,160,297
18,170,301
18,180,307
18,190,339
18,200,409
18,20,105
18,210,342
18,220,434
18,230,403
18,240,410
18,250,468
18,260,464
18,270,487
18,280,543
18,290,462
18,300,527
18,30,99
18,310,542
18,320,637
18,330,575
18,340,618
18,350,557
18,360,620
18,370,670
18,380,690
18,390,688
18,400,647
18,40,112
18,410,725
18,420,656
18,430,754
18,440,731
18,450,849
18,460,747
18,470,727
18,480,749
18,490,820
18,50,140
18,60,175
18,70,161
18,80,192
18,90,210
19,0,52
19,100,255
19,10,84
19,110,239
19,120,246
19,130,276
19,140,331
19,150,317
19,160,327
19,170,333
19,180,390
19,190,412
19,200,405
19,20,99
19,210,428
19,220,453
19,230,464
19,240,484
19,250,415
19,260,500
19,270,448
19,280,524
19,290,532
19,300,530
19,30,103
19,310,548
19,320,544
19,330,593
19,340,618
19,350,668
19,360,614
19,370,617
19,380,716
19,390,646
19,400,630
19,40,128
19,410,689
19,420,761
19,430,692
19,440,717
19,450,662
19,460,759
19,470,731
19,480,738
19,490,748
19,50,138
19,60,160
19,70,165
19,80,190
19,90,236
1,0,20
1,100,156
1,10,41
1,110,155
1,120,190
1,130,215
1,140,215
1,150,210
1,160,217
1,170,276
1,180,264
1,190,252
1,200,296
1,20,43
1,210,389
1,220,336
1,230,401
1,240,432
1,250,361
1,260,376
1,270,457
1,280,463
1,290,489
1,300,399
1,30,50
1,310,489
1,320,525
1,330,495
1,340,552
1,350,535
1,360,599
1,370,516
1,380,611
1,390,621
1,400,611
1,40,78
1,410,661
1,420,615
1,430,743
1,440,645
1,450,733
1,460,678
1,470,731
1,480,828
1,490,677
1,50,83
1,60,92
1,70,111
1,80,119
1,90,132
2,0,20
2,100,161
2,10,37
2,110,167
2,120,177
2,130,217
2,140,207
2,150,201
2,160,235
2,170,242
2,180,248
2,190,290
2,200,251
2,20,44
2,210,299
2,220,318
2,230,328
2,240,421
2,250,355
2,260,359
2,270,380
2,280,417
2,290,379
2,300,495
2,30,52
2,310,516
2,320,496
2,330,527
2,340,532
2,350,528
2,360,574
2,370,557
2,380,604
2,390,608
2,400,605
2,40,61
2,410,606
2,420,624
2,430,682
2,440,618
2,450,630
2,460,674
2,470,799
2,480,697
2,490,678
2,50,80
2,60,96
2,70,112
2,80,128
2,90,142
3,0,26
3,100,169
3,10,48
3,110,184
3,120,180
3,130,231
3,140,231
3,150,228
3,160,258
3,170,255
3,180,261
3,190,270
3,200,288
3,20,53
3,210,314
3,220,305
3,230,333
3,240,336
3,250,356
3,260,374
3,270,369
3,280,381
3,290,512
3,300,468
3,30,59
3,310,540
3,320,442
3,330,459
3,340,550
3,350,512
3,360,524
3,370,584
3,380,539
3,390,616
3,400,571
3,40,65
3,410,635
3,420,630
3,430,671
3,440,674
3,450,676
3,460,702
3,470,699
3,480,699
3,490,727
3,50,99
3,60,102
3,70,131
3,80,131
3,90,145
4,0,26
4,100,164
4,10,48
4,110,190
4,120,181
4,130,208
4,140,206
4,150,240
4,160,253
4,170,248
4,180,262
4,190,278
4,200,315
4,20,55
4,210,311
4,220,318
4,230,339
4,240,431
4,250,384
4,260,383
4,270,400
4,280,387
4,290,421
4,300,451
4,30,64
4,310,452
4,320,451
4,330,572
4,340,478
4,350,570
4,360,575
4,370,568
4,380,590
4,390,622
4,400,623
4,40,76
4,410,643
4,420,670
4,430,647
4,440,666
4,450,652
4,460,746
4,470,787
4,480,697
4,490,714
4,50,86
4,60,110
4,70,116
4,80,123
4,90,147
5,0,30
5,100,199
5,10,62
5,110,192
5,120,192
5,130,219
5,140,218
5,150,237
5,160,240
5,170,257
5,180,284
5,190,306
5,200,299
5,20,65
5,210,410
5,220,307
5,230,324
5,240,354
5,250,375
5,260,445
5,270,409
5,280,455
5,290,430
5,300,433
5,30,77
5,310,478
5,320,475
5,330,492
5,340,547
5,350,617
5,360,531
5,370,601
5,380,637
5,390,615
5,400,642
5,40,88
5,410,614
5,420,662
5,430,699
5,440,635
5,450,790
5,460,683
5,470,730
5,480,848
5,490,810
5,50,97
5,60,112
5,70,127
5,80,134
5,90,158
6,0,32
6,100,179
6,10,57
6,110,175
6,120,190
6,130,219
6,140,221
6,150,260
6,160,241
6,170,266
6,180,275
6,190,301
6,200,299
6,20,56
6,210,321
6,220,312
6,230,346
6,240,372
6,250,367
6,260,370
6,270,478
6,280,431
6,290,436
6,300,531
6,30,65
6,310,539
6,320,486
6,330,578
6,340,485
6,350,569
6,360,589
6,370,567
6,380,517
6,390,619
6,400,606
6,40,79
6,410,642
6,420,646
6,430,619
6,440,656
6,450,673
6,460,679
6,470,705
6,480,699
6,490,714
6,50,98
6,60,116
6,70,129
6,80,139
6,90,153
7,0,33
7,100,183
7,10,65
7,110,198
7,120,223
7,130,213
7,140,240
7,150,248
7,160,258
7,170,266
7,180,284
7,190,283
7,200,333
7,20,71
7,210,337
7,220,308
7,230,334
7,240,366
7,250,362
7,260,478
7,270,399
7,280,419
7,290,428
7,300,468
7,30,82
7,310,531
7,320,485
7,330,572
7,340,601
7,350,576
7,360,559
7,370,617
7,380,576
7,390,543
7,400,613
7,40,108
7,410,629
7,420,699
7,430,670
7,440,653
7,450,635
7,460,676
7,470,726
7,480,730
7,490,795
7,50,113
7,60,121
7,70,133
7,80,142
7,90,143
8,0,34
8,100,167
8,10,52
8,110,205
8,120,191
8,130,206
8,140,246
8,150,241
8,160,251
8,170,271
8,180,290
8,190,282
8,200,302
8,20,59
8,210,409
8,220,328
8,230,357
8,240,438
8,250,357
8,260,388
8,270,385
8,280,484
8,290,524
8,300,500
8,30,70
8,310,513
8,320,544
8,330,574
8,340,540
8,350,612
8,360,587
8,370,619
8,380,591
8,390,639
8,400,698
8,40,99
8,410,639
8,420,688
8,430,706
8,440,667
8,450,672
8,460,686
8,470,778
8,480,695
